Name,Area of specialisation,Country,Level needed
https://tiantiay.wixsite.com/research - University of Oklahoma,Artificial intelligence,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Environmental engineering,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Environmental engineering,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Environmental science,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Environmental science,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Hydrology,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Hydrology,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Machine learning,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Machine learning,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Mechanical engineering,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Mechanical engineering,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Natural resources,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Natural resources,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,Water resources engineering,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,Water resources engineering,USA,Post doc
https://tiantiay.wixsite.com/research - University of Oklahoma,civil engineering,USA,PhD
https://tiantiay.wixsite.com/research - University of Oklahoma,civil engineering,USA,Post doc
Marladalen university ,All disciplines,Sweden,MSC
London Business School - Gary Lubner Scholarship,Analytics,UK,MSC
London Business School - Gary Lubner Scholarship,Leadership,UK,MSC
London Business School - Gary Lubner Scholarship,Management,UK,MSC
London Business School - Gary Lubner Scholarship,financial analysis,UK,MSC
London Business School - Gary Lubner Scholarship,strategy,UK,MSC
London Business School - Mo Ibrahim Foundation Scholarship,All disciplines,UK,MSC
London Business School - Mo Ibrahim Foundation Scholarship,Leadership,UK,MSC
Saïd Business School,Leadership,UK,MBA
Saïd Business School,all sciences,UK,MBA
Saïd Business School,mentoring,UK,MBA
Utrecht University ,Biology,Netherlands,PhD
Utrecht University ,Evolution,Netherlands,PhD
Utrecht University ,Genomics,Netherlands,PhD
Utrecht University ,molecular plant biology,Netherlands,PhD
Utrecht University ,plant biology,Netherlands,PhD
Utrecht University ,plant development,Netherlands,PhD
CEITEC PhD programme,Advanced materials,Czech Republic,PhD
CEITEC PhD programme,Microtechnology,Czech Republic,PhD
CEITEC PhD programme,Nanoscience,Czech Republic,PhD
CEITEC PhD programme,ceramic materials,Czech Republic,PhD
University of East Anglia,Anatomy,UK,PhD
University of East Anglia,Anthropology,UK,PhD
University of East Anglia,Machine learning,UK,PhD
University of East Anglia,Natural language,UK,PhD
University of East Anglia,Physiology,UK,PhD
University of East Anglia,Psychology,UK,PhD
University of East Anglia,human & social geography,UK,PhD
University of East Anglia,nursing,UK,PhD
University of East Anglia,pathology,UK,PhD
University of East Anglia,social policy,UK,PhD
University of East Anglia,social science,UK,PhD
University of East Anglia,social work,UK,PhD
University of Birmingham - DeepMind Scholarship,AI,UK,MSC
University of Birmingham - DeepMind Scholarship,Artificial intelligence,UK,MSC
University of Birmingham - DeepMind Scholarship,Computer science,UK,MSC
University of Birmingham - DeepMind Scholarship,Machine learning,UK,MSC
The Entrpreneurial university ,Biotechnology,Austria,MA
The Entrpreneurial university ,Biotechnology,Austria,MSC
The Entrpreneurial university ,Corporate governance,Austria,MA
The Entrpreneurial university ,Corporate governance,Austria,MSC
The Entrpreneurial university ,Entrepreneurship,Austria,MA
The Entrpreneurial university ,Entrepreneurship,Austria,MSC
The Entrpreneurial university ,Finance,Austria,MA
The Entrpreneurial university ,Finance,Austria,MSC
The Entrpreneurial university ,International law,Austria,MA
The Entrpreneurial university ,International law,Austria,MSC
The Entrpreneurial university ,Law,Austria,MA
The Entrpreneurial university ,Law,Austria,MSC
The Entrpreneurial university ,MBA,Austria,MA
The Entrpreneurial university ,MBA,Austria,MSC
The Entrpreneurial university ,Management,Austria,MA
The Entrpreneurial university ,Management,Austria,MSC
The Entrpreneurial university ,Mechatronics,Austria,MA
The Entrpreneurial university ,Mechatronics,Austria,MSC
The Entrpreneurial university ,Medical technologies,Austria,MA
The Entrpreneurial university ,Medical technologies,Austria,MSC
The Entrpreneurial university ,Tourism,Austria,MA
The Entrpreneurial university ,Tourism,Austria,MSC
The Entrpreneurial university ,international business,Austria,MA
The Entrpreneurial university ,international business,Austria,MSC
Leiden University,African Studies,Netherlands,BA
Leiden University,African Studies,Netherlands,BSc
Leiden University,Archaeology,Netherlands,BA
Leiden University,Archaeology,Netherlands,BSc
Leiden University,Cultural Anthropology and Development Sociology,Netherlands,BA
Leiden University,Cultural Anthropology and Development Sociology,Netherlands,BSc
Leiden University,Dutch Studies,Netherlands,BA
Leiden University,Dutch Studies,Netherlands,BSc
Leiden University,English Language and Culture,Netherlands,BA
Leiden University,English Language and Culture,Netherlands,BSc
Leiden University,Governance and Global Affairs,Netherlands,BA
Leiden University,Governance and Global Affairs,Netherlands,BSc
Leiden University,Humanities,Netherlands,BA
Leiden University,Humanities,Netherlands,BSc
Leiden University,International Relations and Organisations,Netherlands,BA
Leiden University,International Relations and Organisations,Netherlands,BSc
Leiden University,International Studies,Netherlands,BA
Leiden University,International Studies,Netherlands,BSc
Leiden University,Linguistics,Netherlands,BA
Leiden University,Linguistics,Netherlands,BSc
Leiden University,Philosophy,Netherlands,BA
Leiden University,Philosophy,Netherlands,BSc
Leiden University,Psychology,Netherlands,BA
Leiden University,Psychology,Netherlands,BSc
Leiden University,Security Studies,Netherlands,BA
Leiden University,Security Studies,Netherlands,BSc
Leiden University,Social and Behavioural Sciences,Netherlands,BA
Leiden University,Social and Behavioural Sciences,Netherlands,BSc
Leiden University,Urban Studies,Netherlands,BA
Leiden University,Urban Studies,Netherlands,BSc
York University - Lassonde School of Engineering,Chemical engineering,Canada,PhD
York University - Lassonde School of Engineering,Material engineering,Canada,PhD
York University - Lassonde School of Engineering,civil engineering,Canada,PhD
New York University Abu Dhabi,All disciplines,United Arab Emirates,BSc
New York University Abu Dhabi,All disciplines,United Arab Emirates,MFA
New York University Abu Dhabi,All disciplines,United Arab Emirates,MSC
New York University Abu Dhabi,All disciplines,United Arab Emirates,PhD
New York University Abu Dhabi,Art,United Arab Emirates,BSc
New York University Abu Dhabi,Art,United Arab Emirates,MFA
New York University Abu Dhabi,Art,United Arab Emirates,MSC
New York University Abu Dhabi,Art,United Arab Emirates,PhD
New York University Abu Dhabi,Economics,United Arab Emirates,BSc
New York University Abu Dhabi,Economics,United Arab Emirates,MFA
New York University Abu Dhabi,Economics,United Arab Emirates,MSC
New York University Abu Dhabi,Economics,United Arab Emirates,PhD
New York University Abu Dhabi,Media,United Arab Emirates,BSc
New York University Abu Dhabi,Media,United Arab Emirates,MFA
New York University Abu Dhabi,Media,United Arab Emirates,MSC
New York University Abu Dhabi,Media,United Arab Emirates,PhD
New York University Abu Dhabi,photography,United Arab Emirates,BSc
New York University Abu Dhabi,photography,United Arab Emirates,MFA
New York University Abu Dhabi,photography,United Arab Emirates,MSC
New York University Abu Dhabi,photography,United Arab Emirates,PhD
United Arab Emirates University,Biochemistry,United Arab Emirates,PhD
United Arab Emirates University,Biological science,United Arab Emirates,PhD
United Arab Emirates University,Health sciences,United Arab Emirates,PhD
United Arab Emirates University,Medicine,United Arab Emirates,PhD
UTAH State university,Chemistry,USA,MSC
UTAH State university,Chemistry,USA,PhD
UTAH State university,environmental chemistry,USA,MSC
UTAH State university,environmental chemistry,USA,PhD
Queen’s University - Pain Chronobiology & Neuroimmunology Lab ,Biology,Canada,PhD
Queen’s University - Pain Chronobiology & Neuroimmunology Lab ,circadian biology,Canada,PhD
Queen’s University - Pain Chronobiology & Neuroimmunology Lab ,immunology,Canada,PhD
Queen’s University - Pain Chronobiology & Neuroimmunology Lab ,neuroscience,Canada,PhD
Global Business School,All disciplines,Malta,BSc
Global Business School,Business administration,Malta,BSc
Global Business School,Communications,Malta,BSc
Global Business School,Digital Innovation,Malta,BSc
Global Business School,Digital marketing,Malta,BSc
Global Business School,Public relations,Malta,BSc
University of News Brunswick,civil engineering,Canada,BSc
University of News Brunswick,civil engineering,Canada,MSC
University of News Brunswick,civil engineering,Canada,PhD
University of News Brunswick,structural engineering,Canada,BSc
University of News Brunswick,structural engineering,Canada,MSC
University of News Brunswick,structural engineering,Canada,PhD
University of British Columbia ,Computer engineering,Canada,MSC
University of British Columbia ,Computer engineering,Canada,PhD
University of British Columbia ,Computer systems,Canada,MSC
University of British Columbia ,Computer systems,Canada,PhD
University of British Columbia ,Electrical engineering,Canada,MSC
University of British Columbia ,Electrical engineering,Canada,PhD
University of Connecticut ,Biomedical engineering,USA,PhD
University of Connecticut ,Biomedical engineering,USA,Post doc
University of Connecticut ,Neuroelectronics,USA,PhD
University of Connecticut ,Neuroelectronics,USA,Post doc
University of Connecticut ,Neuroengineering,USA,PhD
University of Connecticut ,Neuroengineering,USA,Post doc
Bai research group - Northeastern  university ,Industrial engineering,USA,MSC
Bai research group - Northeastern  university ,Industrial engineering,USA,PhD
Bai research group - Northeastern  university ,Industrial engineering,USA,Post doc
Bai research group - Northeastern  university ,Mechanical engineering,USA,MSC
Bai research group - Northeastern  university ,Mechanical engineering,USA,PhD
Bai research group - Northeastern  university ,Mechanical engineering,USA,Post doc
Florida A&M University ,Agriculture,USA,PhD
Florida A&M University ,Computer science,USA,PhD
Florida A&M University ,Earth science,USA,PhD
Florida A&M University ,Environmental engineering,USA,PhD
Florida A&M University ,Environmental science,USA,PhD
Florida A&M University ,Water resources engineering,USA,PhD
Florida A&M University ,civil engineering,USA,PhD
Texas tech university ,Vertinary medicine,USA,PhD
Texas tech university ,Veterinary,USA,PhD
University of Edinburgh ,Mathematics,UK,BSc
Karolinska institute ,All disciplines,Sweden,PhD
University of Washington ,Law,USA,LLM
University of Laval,All disciplines,Canada,MSC
Fellowship - university of Gottingen,Anthropology,Germany,MSC
Fellowship - university of Gottingen,Anthropology,Germany,PhD
Fellowship - university of Gottingen,History,Germany,MSC
Fellowship - university of Gottingen,History,Germany,PhD
University of Ottawa,Sciences,Canada,BSc
University of Ottawa,Social sciences,Canada,BSc
Eth Zurich ,Architecture,Ireland,PhD
Eth Zurich ,Engineering,Ireland,PhD
West Texas A&M university ,Agricultural engineering,USA,MSC
West Texas A&M university ,Agricultural engineering,USA,PhD
West Texas A&M university ,Agronomy,USA,MSC
West Texas A&M university ,Agronomy,USA,PhD
West Texas A&M university ,Animal science,USA,MSC
West Texas A&M university ,Animal science,USA,PhD
West Texas A&M university ,Environmental science,USA,MSC
West Texas A&M university ,Environmental science,USA,PhD
West Texas A&M university ,Geography,USA,MSC
West Texas A&M university ,Geography,USA,PhD
West Texas A&M university ,Remote sensing,USA,MSC
West Texas A&M university ,Remote sensing,USA,PhD
Tu dublin,civil engineering,Ireland,PhD
Tu dublin,structural engineering,Ireland,PhD
Illinois state university ,Business administration,USA,MBA
University of Toronto,Ecology,Canada,PhD
University of Toronto,Forest ecology,Canada,PhD
University of Toronto,Forestry,Canada,PhD
University of Toronto ,Material science,Canada,MSC
University of Toronto ,Material science,Canada,PhD
University of Toronto ,Mechanical engineering,Canada,MSC
University of Toronto ,Mechanical engineering,Canada,PhD
University of Toronto ,civil engineering,Canada,MSC
University of Toronto ,civil engineering,Canada,PhD
University of Toronto ,structural engineering,Canada,MSC
University of Toronto ,structural engineering,Canada,PhD
Edinburgh doctoral college scholarships,Political science,UK,PhD
Edinburgh doctoral college scholarships,Social sciences,UK,PhD
Montana state university ,Education,USA,MSC
Montana state university ,Education,USA,PhD
Wageningen University ,All disciplines,Netherlands,MSC
Qatar university ,All disciplines,Qatar,BSc
Qatar university ,All disciplines,Qatar,MSC
Qatar university ,All disciplines,Qatar,PhD
University hospital of Cologne ,Biomedicine,Germany,MD
University hospital of Cologne ,Biomedicine,Germany,PhD
University hospital of Cologne ,Medicine,Germany,MD
University hospital of Cologne ,Medicine,Germany,PhD
University hospital of Cologne ,Natural science,Germany,MD
University hospital of Cologne ,Natural science,Germany,PhD
Uppsala university ,Political science,Sweden,PhD
University of Alberta ,Transportation engineering,Canada,MSC
University of Alberta ,Transportation engineering,Canada,PhD
University of Alberta ,civil engineering,Canada,MSC
University of Alberta ,civil engineering,Canada,PhD
Allan and Nesta Ferguson Scholarship- university of Sheffield ,International Development,UK,LLM
Allan and Nesta Ferguson Scholarship- university of Sheffield ,International Development,UK,MA
Allan and Nesta Ferguson Scholarship- university of Sheffield ,International Development,UK,MPH
Allan and Nesta Ferguson Scholarship- university of Sheffield ,International law,UK,LLM
Allan and Nesta Ferguson Scholarship- university of Sheffield ,International law,UK,MA
